"BIB_DOC","CTRL_FIELDS","CIS_BIBS","OCLC_BIBS"
23797514,3,1,1
25172507,2,1,1
24269091,2,1,1
24279712,3,1,1
25131773,2,1,1
23739392,3,1,1
23752915,3,1,1
24361470,2,1,1
25037544,2,1,1
25591643,2,1,1
23756716,3,1,1
25797725,2,1,1
25799693,2,1,1
23795341,3,1,1
24332557,2,1,1
24293369,2,1,1
24953426,2,1,1
24471976,2,1,1
25397541,2,1,1
25463713,2,1,1
23971790,2,1,1
26245857,2,1,1
24481306,2,1,1
24265888,2,1,1
24874148,2,1,1
24359166,2,1,1
24452908,2,1,1
23785589,4,1,1
24419034,2,1,1
25553086,2,1,1
24291299,2,1,1
25007400,2,1,1
24393614,2,1,1
25095798,2,1,1
25095890,2,1,1
25255670,2,1,1
26250029,2,1,1
26249638,2,1,1
24957137,2,1,1
24957195,2,1,1
25565100,2,1,1
25565153,2,1,1
24962950,2,1,1
25640623,2,1,1
24963205,2,1,1
24962976,2,1,1
24970186,2,1,1
24965267,2,1,1
24966596,2,1,1
25731495,2,1,1
24967077,2,1,1
26273170,2,1,1
25035918,2,1,1
25022794,2,1,1
25021767,2,1,1
25022612,2,1,1
25021954,2,1,1
24139553,2,1,1
25045820,2,1,1
25045485,2,1,1
24204628,2,1,1
25042981,2,1,1
26285198,2,1,1
25049590,2,1,1
24965471,2,1,1
25051151,2,1,1
24281767,2,1,1
25009956,2,1,1
25091882,2,1,1
25058238,2,1,1
24196105,2,1,1
25178146,2,1,1
24270954,2,1,1
25810264,2,1,1
25012870,2,1,1
25703427,2,1,1
24098881,2,1,1
25318625,2,1,1
24144055,2,1,1
24193688,2,1,1
24083017,2,1,1
25716253,2,1,1
25411255,2,1,1
25674495,2,1,1
24552203,2,1,1
25568625,2,1,1
24109833,2,1,1
26252617,2,1,1
24116442,2,1,1
24100916,2,1,1
24186413,2,1,1
24207117,2,1,1
24212274,2,1,1
24198921,3,1,1
24206226,2,1,1
24299684,2,1,1
24405254,2,1,1
23919499,2,1,1
25742963,2,1,1
26235180,2,1,1
25104502,2,1,1
24217962,3,1,1
24875219,2,1,1
24210328,4,1,1
24313931,2,1,1
26288103,2,1,1
23736578,3,1,1
26260730,2,1,1
24223698,2,1,1
24225487,2,1,1
24346632,2,1,1
26274443,2,1,1
23953998,2,1,1
24284986,2,1,1
27467575,2,1,1
25240696,2,1,1
26275863,2,1,1
25086424,2,1,1
25155914,2,1,1
25502236,2,1,1
24317145,2,1,1
25250978,2,1,1
24406135,2,1,1
25038213,2,1,1
23981646,2,1,1
24222385,2,1,1
25010328,2,1,1
25146617,2,1,1
24226630,2,1,1
25008332,2,1,1
25251467,2,1,1
25015958,2,1,1
25745798,2,1,1
24268476,2,1,1
26241032,2,1,1
24524421,2,1,1
24997790,2,1,1
25079297,2,1,1
23782081,3,1,1
25073205,2,1,1
23742414,4,1,1
24323929,2,1,1
27560129,2,1,1
24232031,2,1,1
24441740,2,1,1
25195747,2,1,1
24937678,2,1,1
24092056,2,1,1
25146100,2,1,1
25111091,2,1,1
24142593,2,1,1
23694231,4,1,1
24094380,2,1,1
24230071,2,1,1
24144457,2,1,1
25666921,2,1,1
24136325,2,1,1
25696872,2,1,1
24018769,2,1,1
24357422,2,1,1
24167501,2,1,1
24226348,2,1,1
24441552,2,1,1
23773173,4,1,1
23751905,3,1,1
24187375,4,1,1
24256326,2,1,1
25635882,2,1,1
25567589,2,1,1
25062822,2,1,1
24535745,2,1,1
24309501,2,1,1
24371964,2,1,1
24316623,2,1,1
24316300,2,1,1
24094528,2,1,1
20591423,4,1,1
24318436,2,1,1
24324843,2,1,1
24445241,2,1,1
24438380,2,1,1
25629750,2,1,1
25188501,2,1,1
24229217,2,1,1
24099530,2,1,1
27560375,2,1,1
25190176,2,1,1
24261292,2,1,1
25639715,2,1,1
24457446,2,1,1
24457399,2,1,1
24441020,2,1,1
24526842,2,1,1
24595665,2,1,1
24455223,2,1,1
25102675,2,1,1
23975583,2,1,1
23901643,2,1,1
25771601,2,1,1
24279854,2,1,1
25656079,2,1,1
25116569,2,1,1
24099141,2,1,1
26235584,2,1,1
25122964,2,1,1
24437907,2,1,1
25194055,2,1,1
25123341,2,1,1
25126969,2,1,1
25126657,2,1,1
25512571,2,1,1
25076135,2,1,1
25606569,2,1,1
25198018,2,1,1
25648677,2,1,1
24046799,2,1,1
25727316,2,1,1
25130310,2,1,1
25130377,2,1,1
25639544,2,1,1
24191718,2,1,1
25130693,2,1,1
25667585,2,1,1
25568741,2,1,1
24988052,2,1,1
25132639,2,1,1
25134898,2,1,1
25053319,2,1,1
24250078,2,1,1
25136078,2,1,1
24370088,2,1,1
24995509,2,1,1
23899462,2,1,1
24347141,2,1,1
24578210,2,1,1
25554915,2,1,1
25667302,2,1,1
23759041,3,1,1
23797779,3,1,1
24998970,2,1,1
24551056,2,1,1
24996894,2,1,1
25223076,2,1,1
24302353,2,1,1
25004454,2,1,1
24303399,2,1,1
24083492,2,1,1
24290976,2,1,1
24291009,2,1,1
25098716,2,1,1
25363555,2,1,1
25567283,2,1,1
25737443,2,1,1
24575651,2,1,1
25608125,2,1,1
25791460,2,1,1
24164375,2,1,1
24272737,2,1,1
25764193,2,1,1
24270788,2,1,1
25531479,2,1,1
24333122,2,1,1
24154928,2,1,1
25060785,2,1,1
25143806,2,1,1
25224658,2,1,1
24216359,2,1,1
25803746,2,1,1
24968601,2,1,1
24294102,4,1,1
25628970,2,1,1
25047181,2,1,1
25163223,2,1,1
24202462,2,1,1
24203745,2,1,1
24265206,2,1,1
25396641,2,1,1
25598074,2,1,1
24346155,2,1,1
24176529,2,1,1
25078833,2,1,1
25078570,2,1,1
24265827,2,1,1
25052141,2,1,1
24127424,2,1,1
25359446,2,1,1
23880500,2,1,1
25080793,2,1,1
25185391,2,1,1
24355158,2,1,1
25033088,2,1,1
25189458,2,1,1
24356778,2,1,1
26254355,2,1,1
25095591,2,1,1
26238587,2,1,1
25071262,2,1,1
25200875,2,1,1
25570159,2,1,1
25608719,2,1,1
25724478,2,1,1
25207250,2,1,1
25643327,2,1,1
25211553,2,1,1
25211947,2,1,1
25212187,2,1,1
23912314,2,1,1
26255904,2,1,1
25474817,2,1,1
25216276,2,1,1
25035656,2,1,1
25221785,2,1,1
24163981,2,1,1
25622922,2,1,1
25622783,2,1,1
25225182,2,1,1
24235581,2,1,1
25115711,2,1,1
24339430,2,1,1
26255883,2,1,1
23744243,3,1,1
23908630,2,1,1
24133373,2,1,1
24353367,2,1,1
24233771,2,1,1
24222900,2,1,1
25655263,2,1,1
25004682,2,1,1
24030127,2,1,1
24018201,4,2,2
24395464,2,1,1
24958072,2,1,1
26249832,2,1,1
24536296,2,1,1
24965296,2,1,1
24064164,4,2,2
25410075,2,1,1
25719277,2,1,1
25232681,2,1,1
23997646,4,2,2
23999053,4,2,2
25624572,2,1,1
23986227,4,2,2
23999822,4,2,2
24000390,4,2,2
24004796,4,2,2
24007260,4,2,2
24008056,4,2,2
25504842,2,1,1
24011845,4,2,2
24008295,4,2,2
24022480,4,2,2
24019636,4,2,2
24026834,4,2,2
24021878,4,2,2
24025482,4,2,2
24027541,4,2,2
24035765,4,2,2
24030077,4,2,2
24037548,4,2,2
24037113,4,2,2
24038579,4,2,2
24045603,4,2,2
24040202,4,2,2
24046822,4,2,2
24046975,4,2,2
24055896,4,2,2
24055736,4,2,2
24041694,4,2,2
24055405,4,2,2
24050560,4,2,2
24052541,4,2,2
24050386,4,2,2
24068914,4,2,2
24068034,4,2,2
24067650,4,2,2
24067325,4,2,2
24063227,4,2,2
24067525,4,2,2
24069700,4,2,2
24075257,4,2,2
25464260,2,1,1
24071328,4,2,2
23792425,4,1,1
25714749,2,1,1
24076311,4,2,2
24071552,4,2,2
24075026,4,2,2
24087532,4,2,2
24082062,4,2,2
24092204,4,2,2
24724522,2,1,1
24094447,4,2,2
24098229,4,2,2
24090784,4,2,2
24091241,4,2,2
25158838,2,1,1
24488648,2,1,1
26272585,2,1,1
24073298,2,1,1
25174080,2,1,1
25728601,2,1,1
24198350,3,1,1
25529667,2,1,1
24218093,2,1,1
24219297,2,1,1
25284669,2,1,1
24154823,2,1,1
23784829,3,1,1
24438897,2,1,1
25496647,2,1,1
24204217,2,1,1
25508485,2,1,1
24358598,2,1,1
25242467,2,1,1
23736066,4,1,1
24347846,2,1,1
25729189,2,1,1
23739054,4,1,1
25153117,2,1,1
25804465,2,1,1
24409158,2,1,1
24940618,2,1,1
23799455,4,1,1
24940310,2,1,1
24940035,2,1,1
23760361,3,1,1
24940738,2,1,1
24340139,2,1,1
25059680,2,1,1
24410354,2,1,1
25324137,2,1,1
25324030,2,1,1
23773983,3,1,1
25233581,2,1,1
24214015,2,1,1
24193756,2,1,1
25021068,2,1,1
24410906,2,1,1
23917403,2,1,1
25046169,2,1,1
24441013,2,1,1
26256409,2,1,1
25100826,2,1,1
25241561,2,1,1
25246450,2,1,1
25133918,2,1,1
25745236,2,1,1
24099022,2,1,1
26264494,2,1,1
25184388,2,1,1
25427365,2,1,1
23854959,2,1,1
23854457,2,1,1
25253133,2,1,1
23853820,2,1,1
24418578,2,1,1
24151479,2,1,1
24101811,2,1,1
25605177,2,1,1
26284285,2,1,1
24101667,2,1,1
24310339,2,1,1
25200932,2,1,1
24101683,2,1,1
25225538,2,1,1
24318215,2,1,1
23903231,2,1,1
24201912,2,1,1
24202843,2,1,1
25370593,2,1,1
23951699,2,1,1
24197363,2,1,1
24252338,2,1,1
24202793,2,1,1
24987786,2,1,1
24459409,2,1,1
25374740,2,1,1
25634771,2,1,1
24153212,2,1,1
24153177,2,1,1
24253136,2,1,1
23755429,3,1,1
23954882,2,1,1
25379427,2,1,1
24302622,2,1,1
24553877,2,1,1
23905913,2,1,1
24206325,2,1,1
25393382,2,1,1
25587659,2,1,1
24205609,2,1,1
25399606,2,1,1
24205407,3,1,1
24405071,2,1,1
23911601,2,1,1
23910751,2,1,1
23908113,2,1,1
24456219,2,1,1
24155578,2,1,1
24155841,2,1,1
24157347,2,1,1
23915362,2,1,1
24156673,2,1,1
24307101,2,1,1
23918270,2,1,1
24356668,2,1,1
24208180,3,1,1
23917263,2,1,1
23918163,2,1,1
23760260,3,1,1
23918954,2,1,1
24457491,2,1,1
23760145,3,1,1
24209640,3,1,1
23919695,2,1,1
25339108,2,1,1
24556360,2,1,1
24011951,2,1,1
24210176,3,1,1
24461278,2,1,1
24101504,2,1,1
24011850,2,1,1
24498549,2,1,1
25105675,2,1,1
25115884,2,1,1
24361778,2,1,1
24461647,2,1,1
23932116,2,1,1
25496738,2,1,1
23937809,2,1,1
24163117,2,1,1
24262038,2,1,1
24213882,2,1,1
25511177,2,1,1
24363711,2,1,1
24412675,2,1,1
24042060,2,1,1
24161182,2,1,1
24161041,2,1,1
24263867,2,1,1
24159181,2,1,1
25510312,2,1,1
24160601,2,1,1
24536378,2,1,1
25516557,2,1,1
25518605,2,1,1
24413996,2,1,1
25519706,2,1,1
23761214,3,1,1
24464869,2,1,1
25518175,2,1,1
25518810,2,1,1
25519923,2,1,1
24488352,2,1,1
25523701,2,1,1
24228126,2,1,1
25477614,2,1,1
24367732,2,1,1
25530821,2,1,1
24992158,2,1,1
25578046,2,1,1
24283669,2,1,1
25540189,2,1,1
25578320,2,1,1
24228507,2,1,1
24266603,2,1,1
24284027,2,1,1
24258241,2,1,1
25578435,2,1,1
24359134,2,1,1
23969008,2,1,1
24218608,2,1,1
24218197,2,1,1
23992671,4,2,2
25615186,2,1,1
23970697,2,1,1
24468499,2,1,1
25654071,2,1,1
24559330,2,1,1
24369537,2,1,1
24219632,3,1,1
25653034,2,1,1
24006837,4,2,2
25652833,2,1,1
23772736,3,1,1
23922880,2,1,1
25125138,2,1,1
25341964,2,1,1
25670530,2,1,1
24139649,2,1,1
25588996,2,1,1
24025264,2,1,1
24140261,2,1,1
24223182,2,1,1
24223181,2,1,1
24223364,4,1,1
25554466,2,1,1
25553993,2,1,1
25554139,2,1,1
27515259,6,2,2
24029988,2,1,1
23774751,4,1,1
25557758,2,1,1
25553935,2,1,1
25558229,2,1,1
25560736,2,1,1
25525320,2,1,1
25558769,2,1,1
25757740,2,1,1
24221285,4,1,1
24075207,2,1,1
24224583,4,1,1
24221387,2,1,1
25560358,2,1,1
26237767,2,1,1
24219870,2,1,1
25558835,2,1,1
24220918,3,1,1
24027330,2,1,1
25605762,2,1,1
24126267,2,1,1
24126791,2,1,1
24274329,2,1,1
24321797,2,1,1
24771283,2,1,1
24321159,2,1,1
24322085,2,1,1
24225950,2,1,1
24326227,2,1,1
24476316,2,1,1
24378336,2,1,1
24626345,2,1,1
24576975,2,1,1
24127177,2,1,1
24226759,2,1,1
25627509,2,1,1
25627470,2,1,1
24477262,2,1,1
24227057,2,1,1
24078661,2,1,1
24078257,2,1,1
24079111,2,1,1
25633742,2,1,1
24626755,2,1,1
23878453,2,1,1
23878122,2,1,1
24328579,2,1,1
24229386,2,1,1
24179988,2,1,1
24278564,3,1,1
24220852,4,1,1
24279818,3,1,1
24278606,3,1,1
23751014,4,1,1
24278587,2,1,1
24581092,2,1,1
24579936,2,1,1
24074169,2,1,1
23885119,2,1,1
24280175,2,1,1
24132348,2,1,1
24231109,2,1,1
24582484,2,1,1
23934087,2,1,1
24101307,2,1,1
24083774,2,1,1
23882932,2,1,1
24583119,2,1,1
24182069,2,1,1
23784478,4,1,1
24181648,2,1,1
24332438,2,1,1
24182161,2,1,1
25714007,2,1,1
24583447,2,1,1
23734258,3,1,1
25720681,2,1,1
24135925,2,1,1
24134532,2,1,1
24136231,2,1,1
25735923,2,1,1
25738143,2,1,1
24183937,2,1,1
24263010,2,1,1
24137227,2,1,1
25797150,2,1,1
25390677,2,1,1
25811082,2,1,1
24585999,2,1,1
24586079,2,1,1
23886333,2,1,1
24336961,2,1,1
24087147,2,1,1
24387143,2,1,1
25732124,2,1,1
23789617,3,1,1
24545193,2,1,1
24041497,2,1,1
24035873,2,1,1
24590856,2,1,1
23750003,3,1,1
24043819,2,1,1
23737887,3,1,1
24090939,2,1,1
24091495,2,1,1
24289697,2,1,1
24194105,2,1,1
25784986,2,1,1
24142708,2,1,1
24289940,2,1,1
24141860,2,1,1
24491489,2,1,1
24174722,2,1,1
23793239,4,1,1
24343777,2,1,1
24192223,2,1,1
24093715,2,1,1
24542486,2,1,1
24342599,2,1,1
24542119,2,1,1
24144523,2,1,1
24045752,2,1,1
24440020,2,1,1
24344124,2,1,1
24145153,2,1,1
24543093,2,1,1
23742628,4,1,1
24193922,2,1,1
24195163,2,1,1
24089325,2,1,1
24195011,2,1,1
24095341,2,1,1
24096869,2,1,1
24396955,2,1,1
24495944,2,1,1
25747809,2,1,1
24148775,2,1,1
25791515,2,1,1
24149373,2,1,1
24497386,2,1,1
24148421,2,1,1
24196542,2,1,1
24197658,2,1,1
24098841,2,1,1
24099958,2,1,1
24247638,2,1,1
25174136,2,1,1
25050319,2,1,1
25433457,2,1,1
25251218,2,1,1
25433590,2,1,1
25001290,2,1,1
24198502,2,1,1
24126140,2,1,1
24126006,2,1,1
24951949,2,1,1
24126814,2,1,1
24952316,2,1,1
24951544,2,1,1
24126695,2,1,1
24128008,2,1,1
24249469,2,1,1
24133930,2,1,1
24447589,2,1,1
24746523,2,1,1
24449579,2,1,1
25650238,2,1,1
25701845,2,1,1
25600793,2,1,1
24449484,2,1,1
25152549,2,1,1
25800865,2,1,1
25800639,2,1,1
25254021,2,1,1
25800783,2,1,1
24952786,2,1,1
25252324,2,1,1
25253904,2,1,1
25253824,2,1,1
25454240,2,1,1
24008272,2,1,1
25555266,2,1,1
25156053,2,1,1
25556101,2,1,1
25485342,2,1,1
25254165,2,1,1
25604693,2,1,1
25254134,2,1,1
25218332,2,1,1
25106134,2,1,1
25498703,2,1,1
25513242,2,1,1
25756392,2,1,1
25409004,2,1,1
25514142,2,1,1
24958256,2,1,1
25009505,2,1,1
25526387,2,1,1
24189699,2,1,1
24191049,2,1,1
25008709,2,1,1
25560076,2,1,1
25528147,2,1,1
25559640,2,1,1
25061148,2,1,1
23981549,2,1,1
25706174,2,1,1
25108218,2,1,1
25460127,2,1,1
25755856,2,1,1
25539205,2,1,1
24911378,2,1,1
24206105,4,1,1
25658113,2,1,1
25208342,2,1,1
25410650,2,1,1
25608751,2,1,1
25218158,2,1,1
25209778,2,1,1
24212045,2,1,1
26278625,2,1,1
24213460,2,1,1
25579286,2,1,1
24211802,2,1,1
25707967,2,1,1
26278888,2,1,1
25508800,2,1,1
25561181,2,1,1
25610534,2,1,1
24183744,2,1,1
26281819,2,1,1
25561775,2,1,1
25610323,2,1,1
24217519,2,1,1
25162553,2,1,1
26288410,2,1,1
25011944,2,1,1
25595743,2,1,1
24963708,2,1,1
26288438,2,1,1
25627788,2,1,1
23746657,3,1,1
25577621,2,1,1
25026008,2,1,1
25513964,2,1,1
25214963,2,1,1
25762675,2,1,1
24217253,3,1,1
25671737,2,1,1
25671901,2,1,1
25671390,2,1,1
24224982,3,1,1
24224068,4,1,1
25714689,2,1,1
25672276,2,1,1
25115751,2,1,1
24245314,2,1,1
25711616,2,1,1
25615745,2,1,1
25467081,2,1,1
25809036,2,1,1
25018629,2,1,1
25764880,2,1,1
25765428,2,1,1
25728044,2,1,1
25765786,2,1,1
25667140,2,1,1
25717222,2,1,1
25669187,2,1,1
24399121,2,1,1
24321153,2,1,1
24588510,2,1,1
25114465,2,1,1
25114776,2,1,1
25114560,2,1,1
25748580,2,1,1
24972071,2,1,1
25422429,2,1,1
25719608,2,1,1
25719090,2,1,1
25071857,2,1,1
25220686,2,1,1
25505272,2,1,1
25783630,2,1,1
24972687,2,1,1
25794355,2,1,1
25522576,2,1,1
25802547,2,1,1
25223764,2,1,1
25771240,2,1,1
25770943,2,1,1
25026442,2,1,1
23996381,4,2,2
25655892,2,1,1
25652391,2,1,1
25178024,2,1,1
25655927,2,1,1
23999013,4,2,2
25723853,2,1,1
24926359,2,1,1
25674351,2,1,1
25575786,2,1,1
24280810,2,1,1
24281504,4,1,1
25430858,2,1,1
25725306,2,1,1
25625259,2,1,1
25726342,2,1,1
25480045,2,1,1
24287157,2,1,1
25775262,2,1,1
25727549,2,1,1
25180660,2,1,1
25736013,2,1,1
24288034,2,1,1
25680846,2,1,1
25776421,2,1,1
25681776,2,1,1
25776980,2,1,1
26255808,2,1,1
25775096,2,1,1
25529418,2,1,1
25678990,2,1,1
25684843,2,1,1
24986145,2,1,1
25685176,2,1,1
24836276,2,1,1
25131568,2,1,1
25629808,2,1,1
25131655,2,1,1
25795956,2,1,1
25678243,2,1,1
25703767,2,1,1
25674877,2,1,1
25164424,2,1,1
25582835,2,1,1
25173688,2,1,1
23758929,3,1,1
25782160,2,1,1
25032865,2,1,1
25631917,2,1,1
25227680,2,1,1
25227576,2,1,1
25034578,2,1,1
25734138,2,1,1
25534494,2,1,1
25734083,2,1,1
25782306,2,1,1
25085481,2,1,1
24937277,2,1,1
24936029,2,1,1
25187460,2,1,1
24937305,2,1,1
24936577,2,1,1
25285782,2,1,1
25437235,2,1,1
24253570,2,1,1
25138140,2,1,1
25786218,2,1,1
25548621,2,1,1
25784899,2,1,1
26256791,2,1,1
24316977,2,1,1
25037602,2,1,1
24989924,2,1,1
24330366,2,1,1
24326377,2,1,1
25089151,2,1,1
25636456,2,1,1
25039518,2,1,1
25240451,2,1,1
24941502,2,1,1
26257961,2,1,1
25191745,2,1,1
25786905,2,1,1
25495362,2,1,1
25141278,2,1,1
24047202,2,1,1
25637936,2,1,1
25749365,2,1,1
25244315,2,1,1
25193707,2,1,1
25494758,2,1,1
25761377,2,1,1
25195924,2,1,1
24374182,2,1,1
25643777,2,1,1
24376522,2,1,1
24995310,2,1,1
24377420,2,1,1
25770059,2,1,1
25749142,2,1,1
24377205,2,1,1
24376806,2,1,1
25043862,2,1,1
24995763,2,1,1
24386463,2,1,1
24946343,2,1,1
25326551,2,1,1
24208477,3,1,1
25579971,2,1,1
24944857,2,1,1
25793096,2,1,1
24946521,2,1,1
24520492,2,1,1
23977563,2,1,1
25147360,2,1,1
25223570,2,1,1
25096665,2,1,1
24391450,2,1,1
25447104,2,1,1
25247105,2,1,1
25699041,2,1,1
25221092,2,1,1
25101777,2,1,1
24391160,2,1,1
24392065,2,1,1
24391500,2,1,1
25731553,2,1,1
24403425,2,1,1
25780904,2,1,1
25598163,2,1,1
24398018,2,1,1
25791265,2,1,1
25796008,2,1,1
24411498,2,1,1
25047594,2,1,1
25741113,2,1,1
25598225,2,1,1
25741634,2,1,1
25047730,2,1,1
25598403,2,1,1
24415722,2,1,1
25749776,2,1,1
25182329,2,1,1
25248896,2,1,1
24949559,2,1,1
25598780,2,1,1
25047962,2,1,1
24582695,2,1,1
26240478,2,1,1
26246821,2,1,1
25749052,2,1,1
26240399,2,1,1
26247890,2,1,1
26247203,2,1,1
26258996,2,1,1
26256006,2,1,1
25549879,2,1,1
26251187,2,1,1
24991911,2,1,1
24428123,2,1,1
24427981,2,1,1
26263788,2,1,1
25689463,2,1,1
26252173,2,1,1
24433906,2,1,1
25758810,2,1,1
25145188,2,1,1
24435353,2,1,1
24434900,2,1,1
26261641,2,1,1
24442513,2,1,1
26264720,2,1,1
24443522,2,1,1
24444379,2,1,1
26266623,2,1,1
24045903,2,1,1
24399706,2,1,1
23745711,4,1,1
23957355,2,1,1
25747185,2,1,1
23960800,2,1,1
23960714,2,1,1
25787338,2,1,1
23750414,4,1,1
23899142,2,1,1
26280153,2,1,1
26280209,2,1,1
26281333,2,1,1
25792681,2,1,1
24510959,2,1,1
26283518,2,1,1
25679533,2,1,1
26285372,2,1,1
23783012,3,1,1
25617077,2,1,1
23784855,3,1,1
26231426,2,1,1
23786800,4,1,1
24080532,2,1,1
23788257,3,1,1
24331370,2,1,1
26238504,2,1,1
26290355,2,1,1
26289159,2,1,1
23793163,4,1,1
24267286,2,1,1
26241660,2,1,1
24106111,2,1,1
24486663,2,1,1
23903503,2,1,1
26244307,2,1,1
24123284,2,1,1
25625524,2,1,1
26247303,2,1,1
24222478,2,1,1
24038811,2,1,1
24039209,2,1,1
24039922,2,1,1
24156637,2,1,1
24281599,3,1,1
25713343,2,1,1
25218187,2,1,1
25589422,2,1,1
24085595,2,1,1
23899276,2,1,1
23881553,2,1,1
25693993,2,1,1
25625497,2,1,1
23753217,3,1,1
24191471,2,1,1
24245032,2,1,1
24074017,2,1,1
24215832,2,1,1
24679688,2,1,1
25208846,2,1,1
26273773,2,1,1
25610131,2,1,1
25559140,2,1,1
26242757,2,1,1
25119139,2,1,1
24279581,3,1,1
24348961,2,1,1
24348521,2,1,1
24199031,2,1,1
24191858,2,1,1
24579427,2,1,1
24133046,2,1,1
25137913,2,1,1
24416303,2,1,1
25155253,2,1,1
25505196,2,1,1
25650393,2,1,1
24250760,2,1,1
26236296,2,1,1
24137620,2,1,1
26242625,2,1,1
26252858,2,1,1
26253294,2,1,1
26253135,2,1,1
26252742,2,1,1
26255642,2,1,1
24103483,2,1,1
23965727,2,1,1
25504616,2,1,1
24375325,2,1,1
24162668,2,1,1
23973108,2,1,1
23973281,2,1,1
24683297,4,2,2
25556182,2,1,1
24342663,2,1,1
24158847,2,1,1
25235363,2,1,1
25462570,2,1,1
25021229,2,1,1
25507919,2,1,1
25715967,2,1,1
24949729,2,1,1
24081097,2,1,1
25037923,2,1,1
25084417,2,1,1
24093422,2,1,1
23756982,3,1,1
24171547,2,1,1
24077582,2,1,1
24365517,2,1,1
24477447,2,1,1
25793956,2,1,1
24118047,2,1,1
24266143,2,1,1
24226261,2,1,1
24099100,2,1,1
25097322,2,1,1
24482909,2,1,1
24231824,2,1,1
25648054,2,1,1
25499656,2,1,1
25023979,2,1,1
24141738,2,1,1
25745264,2,1,1
24156986,2,1,1
24407180,2,1,1
24251496,2,1,1
24227166,3,1,1
24135093,2,1,1
24275021,2,1,1
24270903,2,1,1
25786150,2,1,1
23859994,2,1,1
25063353,2,1,1
24797637,4,2,2
26251260,2,1,1
25226852,2,1,1
25001549,2,1,1
25001613,2,1,1
24181196,2,1,1
24191197,3,1,1
24464763,2,1,1
24209466,2,1,1
24075582,2,1,1
25734650,2,1,1
24474223,2,1,1
25161898,2,1,1
24325503,2,1,1
24476734,2,1,1
25792583,2,1,1
24121001,2,1,1
24570806,2,1,1
24280871,4,1,1
25128550,2,1,1
25375576,2,1,1
25741861,2,1,1
24136023,2,1,1
25714477,2,1,1
26277271,2,1,1
25785407,2,1,1
24774879,4,2,2
24130264,2,1,1
24100264,2,1,1
25002852,2,1,1
24100209,2,1,1
24162161,2,1,1
25698557,2,1,1
24352350,2,1,1
24556113,4,2,2
24196970,2,1,1
24197822,2,1,1
25780059,2,1,1
24555975,2,1,1
23760095,3,1,1
23760916,3,1,1
25615717,2,1,1
24228162,2,1,1
23798889,3,1,1
24703038,4,2,2
24232754,2,1,1
25549310,2,1,1
24736485,4,2,2
24350247,2,1,1
25563626,2,1,1
24763416,4,2,2
25564342,2,1,1
24136783,2,1,1
24356339,2,1,1
26275466,2,1,1
25042021,2,1,1
25638546,2,1,1
23885444,2,1,1
24069301,2,1,1
24124131,2,1,1
25070887,2,1,1
24221179,4,1,1
25507136,2,1,1
24183316,2,1,1
24273429,2,1,1
24942610,2,1,1
24041327,2,1,1
25106529,2,1,1
24130156,2,1,1
24944097,2,1,1
24199412,2,1,1
25611097,2,1,1
24266322,2,1,1
24353666,2,1,1
25119240,2,1,1
24267334,2,1,1
24269138,2,1,1
24280392,3,1,1
24280417,3,1,1
23798323,3,1,1
23776689,3,1,1
24100378,2,1,1
25189813,2,1,1
25034435,2,1,1
24361320,4,2,2
25154307,2,1,1
25168155,2,1,1
25123923,2,1,1
24145864,2,1,1
25667459,2,1,1
24194628,2,1,1
25598248,2,1,1
25195655,2,1,1
25165365,2,1,1
24330854,2,1,1
24167327,2,1,1
26284605,2,1,1
24333014,2,1,1
23794453,3,1,1
24345415,2,1,1
25755354,2,1,1
24471841,2,1,1
24953136,2,1,1
24473384,2,1,1
25289732,2,1,1
24445796,2,1,1
24018231,2,1,1
24492459,2,1,1
24157126,2,1,1
25119425,2,1,1
23779382,3,1,1
25785484,2,1,1
24138737,2,1,1
25571432,2,1,1
26268818,2,1,1
24122413,2,1,1
24198547,2,1,1
25023533,2,1,1
24366438,2,1,1
26276382,2,1,1
25716628,2,1,1
25088542,2,1,1
24287564,2,1,1
24171193,2,1,1
24575212,2,1,1
26291149,2,1,1
24389933,2,1,1
24959580,2,1,1
24262748,2,1,1
24039699,2,1,1
24962094,2,1,1
25178396,2,1,1
24966925,2,1,1
24973173,2,1,1
24966681,2,1,1
24978956,2,1,1
25035095,2,1,1
25022764,2,1,1
25022878,2,1,1
25022644,2,1,1
25031549,2,1,1
25043021,2,1,1
25042524,2,1,1
25629949,2,1,1
24184129,2,1,1
24024080,4,2,2
25049058,2,1,1
25009380,2,1,1
25050839,2,1,1
25057145,2,1,1
25057116,2,1,1
25053915,2,1,1
25009346,2,1,1
24554388,2,1,1
25093566,2,1,1
24202264,4,1,1
24747441,2,1,1
25250950,2,1,1
24355122,2,1,1
25191056,2,1,1
24273382,2,1,1
24445380,2,1,1
25584267,2,1,1
25188244,2,1,1
24538507,2,1,1
24357375,2,1,1
24328543,2,1,1
25639171,2,1,1
25003731,2,1,1
24227206,2,1,1
23994367,2,1,1
24268466,2,1,1
24485347,2,1,1
23893175,2,1,1
25501762,2,1,1
24223483,2,1,1
25735030,2,1,1
25644423,2,1,1
24198255,3,1,1
24186463,2,1,1
24300698,2,1,1
24404737,2,1,1
24199296,2,1,1
24278727,2,1,1
25755479,2,1,1
26234416,2,1,1
26246742,2,1,1
25781490,2,1,1
26245500,2,1,1
25781420,2,1,1
25690529,2,1,1
24204360,3,1,1
24203515,4,1,1
